id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,crypto_pair(usd)
my-lovely-coin,mlc,My Lovely Coin,"['Charity', 'Gaming (GameFi)', 'Polygon Ecosystem', 'Gaming Utility Token']",51230955.9252056,229999998.0,1308,Uniswap V3 (Polygon),0X0566C506477CD2D8DF4E0123512DBC344BD9D111/0XC2132D05D31C914A87C6611C10748AEB04B58E8F
myria,myria,Myria,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Rollup', 'Gaming Blockchains', 'Gaming Platform', 'Made in USA']",28293011843.0,50000000000.0,1044,Gate.io,MYRIA/USDT
myshell,shell,MyShell,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'Binance HODLer Airdrops', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework']",270000000.0,1000000000.0,686,Gate.io,SHELL/USDT
myro,$myro,Myro,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",999981490.49,999981490.49,1233,Gate.io,MYRO/USDT
mysterium,myst,Mysterium,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Telegram Apps', 'DePIN', 'Cybersecurity']",32433365.0,32433365.0,1632,MEXC,MYST/USDT
mythos,myth,Mythos,"['Gaming (GameFi)', 'Polkadot Ecosystem', 'NFT', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio', 'Made in USA']",789061417.92,1000000000.0,360,HTX,MYTH/USDT
nacho-the-kat,nacho,Nacho the Kat,"['Meme', 'Discord Bots', 'Cat-Themed', 'Inscriptions', 'Kaspa Ecosystem']",287000000000.0,287000000000.0,1492,AscendEX (BitMax),NACHO/USDT
nakamoto-games,naka,Nakamoto Games,"['Gaming (GameFi)', 'Polygon Ecosystem', 'Play To Earn', 'Gaming Platform']",64984277.5,180000000.0,1001,Bitget,NAKA/USDT
nano,xno,Nano,"['Payment Solutions', 'Made in USA', 'Directed Acyclic Graph (DAG)']",133248290.0,133248290.0,388,OKX,XNO/USDT
navi,navx,NAVI Protocol,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem', 'OKX Ventures Portfolio']",477316823.38,1000000000.0,1081,OKX,NAVX/USDT
natix-network,natix,NATIX Network,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Solana Ecosystem', 'DePIN']",17489780134.97149,99809290450.60588,1376,Gate.io,NATIX/USDT
near,near,NEAR Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Data Availability', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index', 'Chain Abstraction']",1199843857.0,1243733571.0,41,KuCoin,NEAR/USDT
neiro-3,neiro,Neiro,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",420690000000.0,420690000000.0,486,Binance,NEIRO/USDT
neiro-on-eth,neiro,Neiro on ETH,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",1000000000.0,1000000000.0,1022,Bybit,NEIRO/USDT
nem,xem,NEM,[],8999999999.0,8999999999.0,319,Gate.io,XEM/USDT
neo,neo,NEO,"['Smart Contract Platform', 'Proof of Stake (PoS)', 'Made in China']",70530000.0,100000000.0,180,Gate.io,NEO/USDT
neon,neon,Neon,"['Smart Contract Platform', 'Solana Ecosystem', 'Neon Ecosystem', 'Parallelized EVM']",239465430.6753489,999999894.0628507,886,Gate.io,NEON/USDT
nervos-network,ckb,Nervos Network,"['Smart Contract Platform', 'Interoperability', 'Layer 2 (L2)', 'Rollup', 'Multicoin Capital Portfolio', 'Proof of Work (PoW)', 'DragonFly Capital Portfolio', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'Polychain Capital Portfolio', 'Made in China']",46264892858.85551,47000744964.9315,256,Binance,CKB/USDT
netmind-token,nmt,NetMind Token,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",46229367.54209832,144080375.2,612,Gate.io,NETMIND/USDT
neuralai,neural,NEURALAI,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Bittensor Ecosystem']",10000000.0,10000000.0,897,Ourbit,NEURAL/USDT
neuron,nrn,Neuron,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'Arbitrum Ecosystem', 'Paradigm Portfolio', 'AI Agents', 'AI Framework', 'Action Games']",432235827.46710664,1000000000.0,1123,Bybit,NRN/USDT
neutron-3,ntrn,Neutron,"['Binance Launchpool', 'Osmosis Ecosystem', 'Delphi Ventures Portfolio']",284847384.686588,999836342.305539,760,MEXC,NTRN/USDT
nexacoin,nexa,Nexa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)']",7708600000000.0,7708600000000.0,1468,MEXC,NEXA/USDT
nexo,nexo,NEXO,"['Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Energi Ecosystem', 'Sora Ecosystem']",1000000000.0,1000000000.0,81,MEXC,NEXO/USDT
nfprompt-token,nfp,NFPrompt,"['BNB Chain Ecosystem', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio']",426360656.012621,1000000000.0,936,Hotcoin,NFP/USDT
nftx,nftx,NFTX,"['Decentralized Finance (DeFi)', 'NFT', 'Asset Manager', 'Ethereum Ecosystem', 'NFT Marketplace']",420000.0,650000.0,1541,Sushiswap,0X87D73E916D7057945C9BCD8CDD94E42A6F47F776/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
nibiru,nibi,Nibiru,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Made in USA']",627044680.0713975,907563179.4099551,1385,Bybit,NIBI/USDT
nillion,nil,Nillion,"['Infrastructure', 'Binance Launchpool']",195150000.0,1000000000.0,456,Gate.io,NIL/USDT
nimiq-2,nim,Nimiq,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",12981021351.20773,13268215688.90895,1346,AscendEX (BitMax),NIM/USDT
ninja-squad,nst,Ninja Squad Token,"['Solana Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",8161274.43,8161274.43,1175,Meteora,G7IK3PRSZAA4VZCJWVSLUESDCQZR7PNMZJV61VSDFSNW/SO11111111111111111111111111111111111111112
nkyc-token,nkyc,NKYC Token,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token']",4000000.0,4000000.0,374,Nonkyc.io,NKYC/BTC
nkn,nkn,NKN,"['Communication', 'Ethereum Ecosystem', 'DePIN']",786218331.7473018,786255316.4346738,1033,Binance,NKN/USDT
nodecoin,nc,Nodecoin,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",168803879.00088426,999994869.7984986,1678,Gate.io,NC/USDT
node-sys,nys,node.sys,"['Internet of Things (IOT)', 'BNB Chain Ecosystem']",550000000.0,550000000.0,902,XT.COM,NYS/USDT
nodeai,gpu,NodeAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Made in USA']",97153156.22085401,99574679.04239649,883,MEXC,GPU/USDT
non-playable-coin,npc,Non-Playable Coin,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Hybrid Token Standards', 'Wojak-Themed']",8050126520.0,8050126520.0,427,BitMart,NPC/USDT
noon-usn,usn,Noon USN,"['Stablecoins', 'Ethereum Ecosystem', 'ZkSync Ecosystem']",24661279.69200447,24661279.69200447,916,SyncSwap V3 (zkSync),0X0469D9D1DE0EE58FA1153EF00836B9BBCB84C0B6/0X3355DF6D4C9C3035724FD0E3914DE96A5A83AAF4
noot-noot,noot,Noot Noot,"['Meme', 'Abstract Ecosystem']",1000000000.0,1000000000.0,1241,Uniswap V3 (Abstract),0X85CA16FD0E81659E0B8BE337294149E722528731/0X3439153EB7AF838AD19D56E1571FBD09333C2809
nosana,nos,Nosana,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",83400000.0,100000000.0,630,MEXC,NOS/USDT
notcoin,not,Notcoin,"['Gaming (GameFi)', 'Binance Launchpool', 'Meme', 'Play To Earn', 'TON Ecosystem', 'TON Meme', 'Tap to Earn']",102456956968.5639,102456956968.5639,255,Bybit,NOT/USDT
novem-gold,nnn,Novem Gold Token,"['Tokenized Assets', 'Tokenized Gold', 'BNB Chain Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",202994.030801,202994.030801,951,PancakeSwap (v2),0X5D5C5C1D14FAF8FF704295B2F502DAA9D06799A0/0XE9E7CEA3DEDCA5984780BAFC599BD69ADD087D56
now-coin,now,Now Coin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA']",435000000.0,9999999999.0,1418,MEXC,NOW/USDT
npc-on-solana,npcs,NPC On Solana,"['Solana Ecosystem', 'Meme', 'Solana Meme']",997971863.9359359,997971863.9359359,1697,BitMart,NPCS/USDT
nuklai,nai,Nuklai,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem']",3556482691.0,10000000000.0,1651,Gate.io,NAI/USDT
nuls,nuls,NULS,"['Smart Contract Platform', 'DWF Labs Portfolio']",112049984.0118432,131188981.7526079,1454,Binance,NULS/USDT
number,$number,NUMBER,"['Meme', 'Ethereum Ecosystem']",1000000000.0,1000000000.0,1315,Uniswap V2 (Ethereum),0X6965FB688861C004F4F0117980C519B342419941/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
numine-token,numi,NUMINE Token,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Ethereum Ecosystem']",102500000.0,1000000000.0,1636,Gate.io,NUMI/USDT
numbers-protocol,num,Numbers Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Avalanche L1', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Outlier Ventures Portfolio']",762221428.0,772284412.0,1210,Gate.io,NUM/USDT
numeraire,nmr,Numeraire,"['Artificial Intelligence (AI)', 'Business Services', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'DragonFly Capital Portfolio', 'Energi Ecosystem']",8005451.544220818,10673326.16732776,584,Binance,NMR/USDT
nusd,susd,sUSD,"['Crypto-Backed Tokens', 'Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Synthetic Asset', 'Derivatives', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin', 'Synthetic']",30418085.11508403,30418085.11508403,833,Curve (Ethereum),0XDAC17F958D2EE523A2206206994597C13D831EC7/0X57AB1EC28D129707052DF4DF418D58A2D46D5F51
nunet,ntx,NuNet,"['BNB Chain Ecosystem', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'DePIN']",729758611.223405,1000000000.0,1457,Minswap,EDFD7A1D77BCB8B884C474BDC92A16002D1FB720E454FA6E993444794E5458/0X
nuritopia,nblu,Nuritopia,['BNB Chain Ecosystem'],1637109515.0,5000000000.0,1600,Gate.io,NBLU/USDT
nuvola-digital,nvl,Nuvola Digital,['Cardano Ecosystem'],16803031.06127499,21000000.0,1359,LCX Exchange,NVL/EUR
nxm,nxm,Nexus Mutual,"['Decentralized Finance (DeFi)', 'Insurance', 'Ethereum Ecosystem']",2836184.822474126,2836184.822474126,374,,/
nym,nym,Nym,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'DePIN', 'Osmosis Ecosystem', 'VPN', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",809964694.475128,1000000000.0,658,Bybit,NYM/USDT
oasis-network,rose,Oasis,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Blockchain Capital Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Coinbase 50 Index']",6729795897.58809,10000000000.0,300,Binance,ROSE/USDT
observer-coin,obsr,Observer,"['Smart Contract Platform', 'Kaia Ecosystem', 'Proof of Stake (PoS)']",6207080871.0,14000000000.0,1382,Bithumb,OBSR/KRW
oasys,oas,Oasys,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Gaming Blockchains']",3939342722.085703,10000000000.0,538,Bitbank,OAS/JPY
ocean-protocol,ocean,Ocean Protocol,"['Artificial Intelligence (AI)', 'Storage', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'DePIN', 'Energi Ecosystem', 'Sora Ecosystem', 'Outlier Ventures Portfolio']",208446938.58764204,951001579.7935164,685,Kraken,OCEAN/USD
octaspace,octa,OctaSpace,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",37682043.90808649,37682043.90808649,1272,MEXC,OCTA/USDT
octopus-network,oct,Octopus Network,"['Infrastructure', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Interoperability']",100000000.0,100000000.0,1414,MEXC,OCT/USDT
odin-s-dog,odindog,Odin's Dog,"['Meme', 'Bitcoin Ecosystem', 'Runes']",21000000.0,21000000.0,1546,AscendEX (BitMax),ODINDOG/USDT
oec-token,okt,OKT Chain,['Layer 1 (L1)'],17847259.5,17847259.5,415,OKX,OKT/USDT
odos,odos,Odos,"['Decentralized Finance (DeFi)', 'Base Ecosystem', 'Dex Aggregator', 'Binance Alpha Spotlight']",1600000001.378885,10000000000.0,1529,MEXC,ODOS/USDT
offcial-mascot-of-the-holy-year,luce,Luce,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Mascot-Themed', 'Binance Alpha Spotlight']",999983856.559537,999983856.558938,1095,Bitget,LUCE/USDT
og-fan-token,og,OG Fan Token,"['Entertainment', 'Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",4300000.0,5000000.0,1139,Binance,OG/USDT
official-trump,trump,Official Trump,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'PolitiFi', 'Made in USA']",199999976.636,1000000000.0,59,OKX,TRUMP/USDT
oho-blockchain,oho,OHO Blockchain,[],24142656936.70988,45000000000.0,981,Biconomy.com,OHO/USDT
o-intelligence-coin,oi,O Intelligence Coin,"['Artificial Intelligence (AI)', 'Solana Ecosystem']",1.0,1.0,1098,Raydium,2OTVNPCHXN9MKEDK3ZBY5UANF3S7TKI4TOAJ3PZCXAUD/AKZAHPPLMH5NG35KGBGKWTRTLEGYVRFCTAPJNVQAATCM
olympus,ohm,Olympus,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Rebase Tokens', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Berachain Ecosystem']",16376217.36631088,16363562.71449205,152,Uniswap V3 (Ethereum),0X64AA3364F17A4D01C6F1751FD97C2BD3D7E7F1D5/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
okb,okb,OKB,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Sora Ecosystem', 'OKT Chain Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Made in China']",60000000.0,235957685.3,39,OKX,OKB/USDT
omniflix-network,flix,OmniFlix Network,"['NFT', 'Osmosis Ecosystem', 'Archway Ecosystem']",453453862.295721,522479600.66886,956,MEXC,FLIX/USDT
omisego,omg,OMG Network,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Pantera Capital Portfolio', 'Boba Network Ecosystem']",140245398.2451327,140245398.2451327,867,CoinW,OMG/USDT
onbuff,lwa,LumiWave,['Sui Ecosystem'],770075466.0,770075466.0,1523,HTX,LWA/USDT
omni-network,omni,Omni Network,"['Smart Contract Platform', 'Binance Launchpool', 'Layer 1 (L1)', 'Interoperability', 'Cross-chain Communication', 'Pantera Capital Portfolio', 'Made in USA']",19133678.0,100000000.0,702,HTX,OMNI/USDT
ondo-finance,ondo,Ondo,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'GMCI DeFi Index', 'RWA Protocol', 'GMCI Index', 'World Liberty Financial Portfolio', 'Binance Alpha Spotlight', 'Made in USA']",3159107529.0,10000000000.0,47,Gate.io,ONDO/USDT
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,"['Stablecoins', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Aptos Ecosystem', 'Sui Ecosystem', 'Mantle Ecosystem', 'Osmosis Ecosystem', 'Fiat-backed Stablecoin', 'Yield Tokenization Product', 'Yield-Bearing Stablecoin']",348041748.131517,537519303.7370934,160,Cetus,0XDBA34672E30CB065B1F93E3AB55318768FD6FEF66C15942C9F7CB846E2F900E7::USDC::USDC/0X960B531667636F39E85867775F52F6B1F220A058C4DE786905BDF761E06A56BB::USDY::USDY
ong,ong,Ontology Gas,"['Smart Contract Platform', 'Layer 1 (L1)']",409759021.4414432,1000000000.0,503,Binance,ONG/USDT
onfa,oft,ONFA,"['Software as a service', 'BNB Chain Ecosystem']",118529750.2609897,286787440.2609897,784,P2B,OFT/USDT
ontology,ont,Ontology,"['Smart Contract Platform', 'Masternodes', 'Proof of Stake (PoS)', 'Made in China']",913697857.0,1000000000.0,360,Binance,ONT/USDT
oobit,obt,Oobit,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Payment Solutions']",350911163.4349,996837865.63,1733,XT.COM,OBT/USDT
onyx-arches,oxa,Onyx Arches,"['Solana Ecosystem', 'Meme']",411707365.59813523,999976251.290842,1252,Raydium (CLMM),4ZFITZW524FUVWRGUNTG3X7D7CFCUNZZUANEIB2BT5LJ/SO11111111111111111111111111111111111111112
oort,oort,OORT,"['Artificial Intelligence (AI)', 'Storage', 'BNB Chain Ecosystem', 'DePIN', 'AI Agents', 'Made in USA']",382188801.0961945,1998899999.89,1038,Bitget,OORT/USDT
open-loot,ol,OPENLOOT,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Gaming Marketplace']",357038632.6231,5000000000.0,1313,OKX,OL/USDT
open-exchange-token,ox old,Open Exchange Token,"['Centralized Exchange (CEX) Token', 'Polygon Ecosystem', 'Ethereum Ecosystem']",5616009575.0,5953232031.0,1267,Uniswap V3 (Ethereum),0X78A0A62FBA6FB21A83FE8A3433D44C73A4017A6F/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
openserv,serv,OpenServ,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agents', 'AI Framework']",683877000.0,1000000000.0,1432,Uniswap V2 (Ethereum),0X40E3D1A4B2C47D9AA61261F5606136EF73E28042/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
open-ticketing-ecosystem,opn,OPEN Ticketing Ecosystem,"['Solana Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'RWA Protocol']",22926928000.0,22926928000.0,1310,Bilaxy,OPN/ETH
openfabric,ofn,Openfabric AI,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'ChainGPT Launchpad', 'Poolz Finance Launchpad', 'AI Agents', 'AI Applications', 'AI Framework']",246813949.441956,500000000.0,1417,MEXC,OFN/USDT
optimism,op,Optimism,"['Smart Contract Platform', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Paradigm Portfolio', 'Rollup', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 2 Index', 'GMCI Index', 'Optimism Superchain Ecosystem', 'Made in USA']",1657120774.0,4294967296.0,77,Gate.io,OP/USDT
optio,opt,Optio,"['Decentralized Finance (DeFi)', 'E-commerce']",4968056018.974765,6414075912.821871,411,Coinstore,OPT/USDT
opulous,opul,Opulous,"['Artificial Intelligence (AI)', 'Music', 'NFT', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Algorand Ecosystem', 'Real World Assets (RWA)', 'Telegram Apps', 'AI Applications']",500000000.0,500000000.0,1218,MEXC,OPUL/USDT
oraichain-token,orai,Oraichain,"['Artificial Intelligence (AI)', 'Big Data', 'Business Services', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Oracle', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'AI Agents']",18199419.0,18851106.0,709,MEXC,ORAI/USDT
ora-coin,ora,ORA Coin,"['Artificial Intelligence (AI)', 'Infrastructure', 'Oracle', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Hyperliquid Ecosystem', 'AI Framework']",36666666.33,333333333.0,1279,Uniswap V3 (Base),0X333333C465A19C85F85C6CFBED7B16B0B26E3333/0X833589FCD6EDB6E08F4C7C32D4F71B54BDA02913
orbit-3,grift,ORBIT,"['Solana Ecosystem', 'Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'DeFAI']",879992223.199414,999992223.95785,1589,LBank,GRIFT/USDT
orbiter-finance,obt,Orbiter Finance,"['Arbitrum Ecosystem', 'Bridge Governance Tokens', 'Base Ecosystem', 'Cross-chain Communication', 'OKX Ventures Portfolio']",3100000000.0,10000000000.0,742,Gate.io,OBT/USDT
orbs,orbs,Orbs,"['Infrastructure', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Layer 3 (L3)', 'Outlier Ventures Portfolio']",4577456307.6373,10000000000.0,416,HTX,ORBS/USDT
orca,orca,Orca,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Solana Ecosystem', 'Coinbase Ventures Portfolio', 'DeFiance Capital Portfolio', 'Made in USA']",55776556.0,100000000.0,368,Binance,ORCA/USDT
orderly-network,order,Orderly Network,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Base Ecosystem', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Sequoia Capital Portfolio', 'OKX Ventures Portfolio', 'Optimism Superchain Ecosystem', 'Binance Alpha Spotlight']",230601708.97176406,1000000000.0,979,Gate.io,ORDER/USDT
orchid-protocol,oxt,Orchid Protocol,"['Smart Contract Platform', 'Ethereum Ecosystem', 'DePIN', 'Proof of Stake (PoS)', 'Andreessen Horowitz (a16z) Portfolio', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'Made in USA']",591544728.9516798,1000000000.0,746,MEXC,OXT/USDT
ordinals,ordi,ORDI,"['Solana Ecosystem', 'BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",21000000.0,21000000.0,321,OKX,ORDI/USDT
ore,ore,Ore,"['Decentralized Finance (DeFi)', 'Solana Ecosystem']",246907.15297530216,311031.0508139835,1718,Orca,HNTYVP6YFM1HG25TN9WGLQM12B8TQMCKNKRDU1OXWUX/OREOU2P8BN6JKK3JBAIVXYNG1DCXCYXWHWYK9JSYBCP
orby-network-usc-stablecoin,usc,Orby Network USC Stablecoin,"['Stablecoins', 'USD Stablecoin', 'Cronos Ecosystem', 'Fiat-backed Stablecoin']",15105997.59250731,15105997.59250731,1153,VVS Finance,0XD42E078CEA2BE8D03CD9DFECC1F0D28915EDEA78/0XC21223249CA28397B4B6541DFFAECC539BFF0C59
origin-ether,oeth,Origin Ether,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'LSDFi', 'Liquid Staked ETH', 'Liquid Staking']",44961.68315661242,44961.68315661242,480,Curve (Ethereum),0X856C4EFB76C1D1AE02E20CEB03A2A6A08B0B8DC3/0XEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
origyn-foundation,ogy,ORIGYN,"['Internet Computer Ecosystem', 'Real World Assets (RWA)', 'RWA Protocol']",8832363702.594624,10416529243.5507,1159,ICPSwap,LKWRT-VYAAA-AAAAQ-AADHQ-CAI/RYJL3-TYAAA-AAAAA-AAABA-CAI
origin-dollar,ousd,Origin Dollar,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Ethereum Ecosystem', 'Astar Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",7428086.678476489,7428086.678476489,1574,Gate.io,OUSD/USDT
origin-protocol,ogn,Origin Token,"['NFT', 'Ethereum Ecosystem', 'Base Ecosystem', 'Pantera Capital Portfolio', 'Sonic Ecosystem', 'Made in USA']",689631997.0,1409664846.0,735,MEXC,OGN/USDT
origin-staked-s,os,Origin Sonic,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Sonic Ecosystem', 'Liquid Staking']",50140974.19669454,50140974.19669454,951,LBank,OS/USDT
origintrail,trac,OriginTrail,"['Artificial Intelligence (AI)', 'Polkadot Ecosystem', 'Metaverse', 'Ethereum Ecosystem', 'Interoperability', 'Real World Assets (RWA)', 'DePIN', 'Decentralized Science (DeSci)', 'AI Agents']",499326955.602,500000000.0,271,Bitvavo,TRAC/EUR
orion-protocol,orn,Orion,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Energi Ecosystem']",34433074.41431038,100000000.0,1258,CoinEx,ORN/USDT
osaka-protocol,osak,Osaka Protocol,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Dog-Themed']",761459784660251.2,761459784660251.2,775,Uniswap V2 (Ethereum),0XA21AF1050F7B26E0CFF45EE51548254C41ED6B5C/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
