id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,closing_price
metaq,metaq,MetaQ,['BNB Chain Ecosystem'],19082793.0,1000000000.0,1563,ProBit Global,tether,METAQUSDT,
metamui,mmui,MetaMUI,['Avalanche Ecosystem'],476258491.1,800000000.0,1106,MEXC,tether,MMUIUSDT,0.0417
metaverse,metav,METAVERSE,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",1000000000.0,1000000000.0,1972,MEXC,tether,METAVUSDT,0.001256
metis-token,metis,Metis,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Layer 2 (L2)', 'DWF Labs Portfolio', 'Rollup', 'GMCI Layer 2 Index', 'OKX Ventures Portfolio', 'GMCI Index']",6373034.342,10000000.0,448,BINANCE,tether,METISUSDT,14.72
metfi-2,metfi,MetFi,['BNB Chain Ecosystem'],242431949.59254605,481256171.6,724,GATEIO,tether,METFIUSDT,0.1743
meth-protocol,cook,mETH Protocol,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Mantle Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens']",960000000.0,5000000000.0,1688,MEXC,tether,COOKUSDT,0.007814
mfercoin,mfer,mfercoin,"['Meme', 'Base Ecosystem', 'Base Meme']",999998066.0,999998066.0,1585,MEXC,tether,MFERUSDT,0.008331
milkyway-2,milk,MilkyWay,"['Smart Contract Platform', 'Layer 1 (L1)', 'Liquid Staking Governance Tokens', 'Osmosis Ecosystem', 'Liquid Restaking Governance Tokens', 'Liquid Staking']",51912500.0,1000000000.0,1828,MEXC,tether,MILKUSDT,0.11882
milady-cult-coin,cult,Milady Cult Coin,"['Meme', 'Ethereum Ecosystem']",43237298932.86174,99999999999.99998,890,MEXC,tether,CULTUSDT,0.000627
milady-meme-coin,ladys,Milady Meme Coin,"['Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",888000888000888.0,888000888000888.0,783,MEXC,tether,LADYSUSDT,4.478e-08
mina-protocol,mina,Mina Protocol,"['Smart Contract Platform', 'Zero Knowledge (ZK)', 'FTX Holdings', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Circle Ventures Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",1229043477.840039,1229043477.840039,217,BINANCE,tether,MINAUSDT,0.2238
minativerse,mntc,MINATIVERSE,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse']",5475000.0,10350000.0,1923,MEXC,tether,MNTCUSDT,0.9271
mimblewimblecoin,mwc,MimbleWimbleCoin,"['Smart Contract Platform', 'Privacy', 'Proof of Work (PoW)']",10980063.11,10980067.01,190,AscendEX (BitMax),tether,MWCUSDT,
mind-network,fhe,Mind Network,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 2 (L2)', 'Binance Wallet IDO']",249000000.0,1000000000.0,1078,MEXC,tether,FHEUSDT,0.09626
minimini,mini,mini,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem', 'Murad Picks']",875818020.6,875818020.6,1743,GATEIO,tether,MINIUSDT,0.009281
minima,minima,Minima,"['Smart Contract Platform', 'Layer 1 (L1)', 'DePIN']",449583333.0,999991392.0,1297,MEXC,tether,MINIMAUSDT,0.03879
mintify,mint,Mintify,"['NFT', 'Solana Ecosystem']",1000000000.0,1000000000.0,1932,MEXC,tether,MINTUSDT,0.011615
mintlayer,ml,Mintlayer,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain']",192442711.9848645,400000000.0,1724,MEXC,tether,MLUSDT,0.03613
minswap,min,Minswap,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Cardano Ecosystem']",1426183378.0,3000000000.0,880,MEXC,tether,MINUSDT,0.02223
miu-2,miu,MIU,"['Meme', 'Sui Ecosystem', 'Cat-Themed', 'Sui Meme']",900000000000000.0,900000000000000.0,588,MEXC,tether,MIUUSDT,7.865e-08
miracle-play,mpt,Miracle Play,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Play To Earn', 'Arbitrum Ecosystem', 'Base Ecosystem', 'opBNB Ecosystem']",852820870.5011768,1044235747.0,1128,GATEIO,tether,MPTUSDT,0.02485
mister-miggles,miggles,Mr. Miggles,"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme', 'Made in USA']",958764787.5052288,958764787.5052288,887,MEXC,tether,MIGGLESUSDT,0.03064
mobox,mbox,Mobox,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Metaverse', 'Play To Earn', 'Arbitrum Ecosystem', 'Animoca Brands Portfolio', 'RPG', 'Gaming Blockchains', 'Gaming Governance Token', 'YZi Labs (Prev. Binance Labs) Portfolio']",500322467.0,550322467.0,931,BINANCE,tether,MBOXUSDT,0.054
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,"['Stablecoins', 'Ethereum Ecosystem']",24073554.28329999,24073554.28329999,1061,AscendEX (BitMax),tether,MNEEUSDT,
moby-ai,moby,Moby AI,"['Solana Ecosystem', 'Meme', 'AI Meme', 'Pump.fun Ecosystem']",999973435.1,999973435.1,1659,MEXC,tether,MOBYUSDT,0.008557
mocaverse,moca,Moca Network,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Animoca Brands Portfolio', 'Base Ecosystem', 'OKX Ventures Portfolio', 'Outlier Ventures Portfolio']",2672943607.0,8888888888.0,255,MEXC,tether,MOCAUSDT,0.08493
mode,mode,Mode,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Layer 2 (L2)', 'Mode Ecosystem', 'Optimism Superchain Ecosystem', 'DeFAI']",2500000009.0,10000000000.0,1366,MEXC,tether,MODEUSDT,0.004594
mog-coin,mog,Mog Coin,"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Cat-Themed', 'Murad Picks']",390567524379062.56,390567524379062.56,246,MEXC,tether,MOGUSDT,5.567e-07
modclub,dcd,DecideAI,"['Artificial Intelligence (AI)', 'Decentralized Identifier (DID)', 'Internet Computer Ecosystem', 'AI Framework']",494526922.7420547,983420302.4,1686,MEXC,tether,DCDUSDT,0.01393
monerium-eur-money-2,eure,Monerium EUR emoney,"['Stablecoins', 'Decentralized Finance (DeFi)', 'EUR Stablecoin', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Linea Ecosystem', 'Osmosis Ecosystem', 'Scroll Ecosystem', 'Fiat-backed Stablecoin']",23009856.96017625,23013021.39017625,1015,Curve (Arbitrum),usd-coin,EUREUSDC,
monero,xmr,Monero,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Galaxy Digital Portfolio']",18446744.07370955,18446744.07370955,30,MEXC,tether,XMRUSDT,267.13
mon-protocol,mon,MON,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Delphi Ventures Portfolio', 'MMO']",412790134.19666666,999517431.0,1504,MEXC,tether,MONUSDT,0.0247
moo-deng-2,moodeng,MOO DENG,"['Meme', 'Ethereum Ecosystem', 'Zoo-Themed']",420690000000.0,420690000000.0,1420,MEXC,tether,MOODENGUSDT,0.0383
moo-deng,moodeng,Moo Deng,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Zoo-Themed']",989971791.2,989971791.2,755,MEXC,tether,MOODENGUSDT,0.0383
moon-app,app,RWAX,"['Tokenized Real Estate', 'Tokenized Assets', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Injective Ecosystem', 'RWA Protocol']",1208082673.850233,2995518993.0,1952,MEXC,tether,APPUSDT,0.004863
moonbeam,glmr,Moonbeam,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Layer 1 (L1)', 'Coinbase Ventures Portfolio', 'Proof of Stake (PoS)', 'YZi Labs (Prev. Binance Labs) Portfolio']",974353601.0,1171130400.0,532,BINANCE,tether,GLMRUSDT,0.0763
moonriver,movr,Moonriver,"['Smart Contract Platform', 'Layer 1 (L1)', 'Moonriver Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Meter Ecosystem']",9554943.0,11875973.0,627,BINANCE,tether,MOVRUSDT,5.986
moon-tropica,cah,Moon Tropica,"['Gaming (GameFi)', 'Play To Earn', 'Ethereum Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Adventure Games']",2805380.508,3500000.0,1827,UNISWAP3ETH,tether,CAHUSDT,
mooxmoo,moox,MOOxMOO,['Ethereum Ecosystem'],132000000.0,1000000000.0,1144,BitMart,tether,MOOXUSDT,0.15320996
morpho,morpho,Morpho,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Base Ecosystem', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Morpho Ecosystem', 'Binance Alpha Spotlight']",263733542.48183817,1000000000.0,194,MEXC,tether,MORPHOUSDT,1.341
mountain-protocol-usdm,usdm,Mountain Protocol USD,"['Stablecoins', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Fiat-backed Stablecoin']",48000500.64,48000500.64,715,DeGate,mountain-protocol-usdm,USDMUSDM,
movement,move,Movement,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'YZi Labs (Prev. Binance Labs) Portfolio', 'OKX Ventures Portfolio', 'Binance HODLer Airdrops', 'World Liberty Financial Portfolio', 'Made in USA']",2500000000.0,10000000000.0,150,BINANCE,tether,MOVEUSDT,0.1665
moviebloc,mbl,MovieBloc,['DWF Labs Portfolio'],18417887214.0,30000000000.0,738,BINANCE,tether,MBLUSDT,0.002314
mubarak,mubarak,Mubarak,"['BNB Chain Ecosystem', 'Meme']",1000000000.0,1000000000.0,861,BINANCE,tether,MUBARAKUSDT,0.0295
muse-2,muse,Muse DAO,"['NFT', 'Ethereum Ecosystem', 'DeFiance Capital Portfolio']",829127.4726336007,829194.4308,1733,GATEIO,tether,MUSEUSDT,8.13
mx-token,mx,MX,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Morph L2 Ecosystem']",94310834.0,416185834.0,235,MEXC,tether,MXUSDT,2.8063
my-lovely-coin,mlc,My Lovely Coin,"['Charity', 'Gaming (GameFi)', 'Polygon Ecosystem', 'Gaming Utility Token']",51230955.93,229999998.0,1295,MEXC,tether,MLCUSDT,0.2791
myria,myria,Myria,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Rollup', 'Gaming Blockchains', 'Gaming Platform', 'Made in USA']",28293011843.0,50000000000.0,973,MEXC,tether,MYRIAUSDT,0.000905
myro,$myro,Myro,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",999981490.5,999981490.5,1017,OrangeX,tether,$MYROUSDT,
myshell,shell,MyShell,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'Binance HODLer Airdrops', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'Binance Wallet IDO']",270000000.0,1000000000.0,631,BINANCE,tether,SHELLUSDT,0.2007
mystandard,myst,MyStandard,"['Avalanche Ecosystem', 'Made in USA']",217555817.4671335,997555817.4671336,1927,LFJ,usd-coin,MYSTUSDC,
mysterium,myst,Mysterium,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Telegram Apps', 'DePIN', 'Cybersecurity']",32433365.0,32433365.0,1779,MEXC,tether,MYSTUSDT,0.2054
my-neighbor-alice,alice,My Neighbor Alice,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Metaverse', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Utility Token', 'Simulation Games', 'YZi Labs (Prev. Binance Labs) Portfolio']",92083333.0,100000000.0,738,BINANCE,tether,ALICEUSDT,0.405
mythos,myth,Mythos,"['Gaming (GameFi)', 'Polkadot Ecosystem', 'NFT', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio', 'Made in USA']",796416525.9,1000000000.0,421,MEXC,tether,MYTHUSDT,0.1533
nacho-the-kat,nacho,Nacho the Kat,"['Meme', 'Discord Bots', 'Cat-Themed', 'Inscriptions', 'Kaspa Ecosystem']",287000000000.0,287000000000.0,1439,GATEIO,tether,NACHOUSDT,4.193e-05
nakamoto-games,naka,Nakamoto Games,"['Gaming (GameFi)', 'Polygon Ecosystem', 'Play To Earn', 'Gaming Platform']",64984277.5,180000000.0,1014,MEXC,tether,NAKAUSDT,0.3777
napoli-fan-token,nap,Napoli Fan Token,"['Sports', 'Fan Token', 'Chiliz Ecosystem']",4319562.0,9995000.0,1741,MEXC,tether,NAPUSDT,1.8013
native-decentralized-euro-protocol-share,ndeps,Native Decentralized Euro Protocol Share,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",26826919.92253122,26826919.92253122,1479,UNISWAP3ETH,tether,NDEPSUSDT,
navi,navx,NAVI Protocol,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem', 'OKX Ventures Portfolio']",489316823.4,1000000000.0,915,MEXC,tether,NAVXUSDT,0.05013
near,near,NEAR Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Data Availability', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index', 'Chain Abstraction']",1209316332.0,1247958122.0,41,BINANCE,tether,NEARUSDT,2.322
natix-network,natix,NATIX Network,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Solana Ecosystem', 'DePIN']",17489780134.97149,99771716117.44658,1514,MEXC,tether,NATIXUSDT,0.000589
neet,neet,"Not in Employment, Education, or Training","['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",999970217.4,999970217.4,1383,MEXC,tether,NEETUSDT,0.013219
neiro-on-eth,neiro,Neiro on ETH,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",1000000000.0,1000000000.0,593,BINANCE,tether,NEIROUSDT,0.00020926
neiro-3,neiro,Neiro,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",420690000000.0,420690000000.0,446,BINANCE,tether,NEIROUSDT,0.00020926
neo,neo,NEO,"['Smart Contract Platform', 'Proof of Stake (PoS)', 'Made in China']",70530000.0,100000000.0,170,BINANCE,tether,NEOUSDT,5.63
neon,neon,Neon,"['Smart Contract Platform', 'Solana Ecosystem', 'Neon Ecosystem', 'Parallelized EVM']",239465430.6753489,999999862.4909426,932,MEXC,tether,NEONUSDT,0.11973
nervos-network,ckb,Nervos Network,"['Smart Contract Platform', 'Interoperability', 'Layer 2 (L2)', 'Rollup', 'Multicoin Capital Portfolio', 'Proof of Work (PoW)', 'DragonFly Capital Portfolio', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'Polychain Capital Portfolio', 'Made in China']",46420483127.78499,47166860936.45352,257,BINANCE,tether,CKBUSDT,0.004563
netmind-token,nmt,NetMind Token,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",47286647.87,144080375.2,700,MEXC,tether,NMTUSDT,1.028
neuron,nrn,Neuron,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'Arbitrum Ecosystem', 'Paradigm Portfolio', 'AI Agents', 'AI Framework', 'Action Games']",432902494.1337733,1000000000.0,1307,MEXC,tether,NRNUSDT,0.03459
neutron-3,ntrn,Neutron,"['Binance Launchpool', 'Osmosis Ecosystem', 'Delphi Ventures Portfolio']",284847384.7,999836342.3,789,BINANCE,tether,NTRNUSDT,0.1235
newscrypto-coin,nwc,Numerico,"['Education', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Stellar Ecosystem']",155377587.0,264658501.0,1940,MEXC,tether,NWCUSDT,0.03095
nexacoin,nexa,Nexa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)']",7886060000000.0,7886060000000.0,1473,MEXC,tether,NEXAUSDT,1.347e-06
nexo,nexo,NEXO,"['Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Energi Ecosystem', 'Sora Ecosystem']",1000000000.0,1000000000.0,80,BINANCE,tether,NEXOUSDT,1.223
nfprompt-token,nfp,NFPrompt,"['BNB Chain Ecosystem', 'Binance Launchpool', 'YZi Labs (Prev. Binance Labs) Portfolio']",441839240.4877291,1000000000.0,814,BINANCE,tether,NFPUSDT,0.0705
nexusmind,nmd,NexusMind,"['SocialFi', 'BNB Chain Ecosystem']",10247500.0,100000000.0,545,MEXC,tether,NMDUSDT,7.5045
nibiru,nibi,Nibiru,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Made in USA']",652109669.7100049,919199820.4877728,1469,MEXC,tether,NIBIUSDT,0.01605
nft-worlds,wrld,NFT Worlds,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Arcade Games']",548933562.0,5000000000.0,1936,MEXC,tether,WRLDUSDT,0.008756
nimiq-2,nim,Nimiq,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",13047439620.95296,13334744671.13282,1492,MEXC,tether,NIMUSDT,0.000845
ninja-squad,nst,Ninja Squad Token,"['Solana Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",8161274.43,8161274.43,1137,MEXC,tether,NSTUSDT,2.23
nillion,nil,Nillion,"['Infrastructure', 'Binance Launchpool']",195150000.0,1000000000.0,547,BINANCE,tether,NILUSDT,0.378
nkyc-token,nkyc,NKYC Token,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token']",4000000.0,4000000.0,417,Nonkyc.io,tether,NKYCUSDT,
nkn,nkn,NKN,"['Communication', 'Ethereum Ecosystem', 'DePIN']",787192683.8468554,787200339.1923933,932,BINANCE,tether,NKNUSDT,0.0403
nodeai,gpu,NodeAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Made in USA']",97153156.220854,99573313.94239648,870,MEXC,tether,GPUUSDT,0.3302
node-sys,nys,node.sys,"['Internet of Things (IOT)', 'BNB Chain Ecosystem']",550000000.0,550000000.0,1253,XT.COM,tether,NYSUSDT,
nodecoin,nc,Nodecoin,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",174413908.6559013,999993699.0,1679,MEXC,tether,NCUSDT,0.03968
non-playable-coin,npc,Non-Playable Coin,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Hybrid Token Standards', 'Wojak-Themed']",8050126520.0,8050126520.0,385,MEXC,tether,NPCUSDT,0.014283
noon-usn,usn,Noon USN,"['Stablecoins', 'Ethereum Ecosystem', 'ZkSync Ecosystem']",23675305.44324911,23675305.44324911,1069,UNISWAP3ETH,tether,USNUSDT,
nosana,nos,Nosana,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",83400000.0,100000000.0,563,MEXC,tether,NOSUSDT,0.80317
notcoin,not,Notcoin,"['Gaming (GameFi)', 'Binance Launchpool', 'Meme', 'Play To Earn', 'TON Ecosystem', 'TON Meme', 'Tap to Earn']",102456956923.5639,102456956923.5639,230,BINANCE,tether,NOTUSDT,0.002191
now-coin,now,Now Coin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA']",435000000.0,9999999999.0,1677,MEXC,tether,NOWUSDT,0.01405
npc-on-solana,npcs,NPC On Solana,"['Solana Ecosystem', 'Meme', 'Solana Meme']",997970884.9109032,997970884.9109032,1816,MEXC,tether,NPCSUSDT,0.006229
nuklai,nai,Nuklai,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem']",3605603902.0,10000000000.0,1588,MEXC,tether,NAIUSDT,0.00207
nuls,nuls,NULS,"['Smart Contract Platform', 'DWF Labs Portfolio']",112392303.7319932,131461771.5071435,1759,MEXC,tether,NULSUSDT,0.05159
numbers-protocol,num,Numbers Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Avalanche L1', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Outlier Ventures Portfolio']",762221428.0,772284412.0,1232,MEXC,tether,NUMUSDT,0.02051
numeraire,nmr,Numeraire,"['Artificial Intelligence (AI)', 'Business Services', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'DragonFly Capital Portfolio', 'Energi Ecosystem']",8007701.310704102,10672296.96336185,567,BINANCE,tether,NMRUSDT,8.36
numine-token,numi,NUMINE Token,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Ethereum Ecosystem']",102500000.0,1000000000.0,1755,GATEIO,tether,NUMIUSDT,0.0668
nunet,ntx,NuNet,"['BNB Chain Ecosystem', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'DePIN']",739943214.3,1000000000.0,1372,MEXC,tether,NTXUSDT,0.0171
nusd,susd,sUSD,"['Crypto-Backed Tokens', 'Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Synthetic Asset', 'Derivatives', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin', 'Synthetic']",35940446.05727424,35940446.05727424,906,Curve (Ethereum),nusd,SUSDSUSD,
nym,nym,Nym,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'DePIN', 'Osmosis Ecosystem', 'VPN', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",809964694.5,1000000000.0,789,MEXC,tether,NYMUSDT,0.046
oasys,oas,Oasys,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Gaming Blockchains']",4081255292.360179,10000000000.0,617,MEXC,tether,OASUSDT,0.01413
oasis-network,rose,Oasis,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Blockchain Capital Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Coinbase 50 Index']",6729795898.0,10000000000.0,291,BINANCE,tether,ROSEUSDT,0.02747
octopus-network,oct,Octopus Network,"['Infrastructure', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Interoperability']",100000000.0,100000000.0,1572,MEXC,tether,OCTUSDT,0.09031
octaspace,octa,OctaSpace,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",38095461.48,38095461.48,1040,MEXC,tether,OCTAUSDT,0.5604
odos,odos,Odos,"['Decentralized Finance (DeFi)', 'Base Ecosystem', 'Dex Aggregator', 'Binance Alpha Spotlight']",1600000001.378885,10000000000.0,1448,MEXC,tether,ODOSUSDT,0.006533
oec-token,okt,OKT Chain,['Layer 1 (L1)'],17847259.5,17847259.5,472,MEXC,tether,OKTUSDT,5.5
official-trump,trump,Official Trump,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'PolitiFi', 'Made in USA']",199999975.8,1000000000.0,50,BINANCE,tether,TRUMPUSDT,11.14
og-fan-token,og,OG Fan Token,"['Entertainment', 'Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",4300000.0,5000000.0,1207,BINANCE,tether,OGUSDT,4.146
oho-blockchain,oho,OHO Blockchain,[],24143156937.0,45000000000.0,1022,BitMart,tether,OHOUSDT,0.001031
offcial-mascot-of-the-holy-year,luce,Luce,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Mascot-Themed', 'Binance Alpha Spotlight']",999981981.8,999981981.8,1595,MEXC,tether,LUCEUSDT,0.009538
okb,okb,OKB,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Sora Ecosystem', 'OKT Chain Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Made in China']",60000000.0,235957685.3,42,MEXC,tether,OKBUSDT,50.609
omisego,omg,OMG Network,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Pantera Capital Portfolio', 'Boba Network Ecosystem']",140245398.2451327,140245398.2451327,959,MEXC,tether,OMGUSDT,0.19272
okzoo,aiot,OKZOO,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Binance Wallet IDO']",30000000.0,1000000000.0,1731,MEXC,tether,AIOTUSDT,0.39357
omni-network,omni,Omni Network,"['Smart Contract Platform', 'Binance Launchpool', 'Layer 1 (L1)', 'Interoperability', 'Cross-chain Communication', 'Pantera Capital Portfolio', 'Made in USA']",19133678.0,100000000.0,703,BINANCE,tether,OMNIUSDT,2.04
ondo-finance,ondo,Ondo,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'GMCI DeFi Index', 'RWA Protocol', 'GMCI Index', 'World Liberty Financial Portfolio', 'Binance Alpha Spotlight', 'Made in USA']",3159107529.0,10000000000.0,44,BINANCE,tether,ONDOUSDT,0.8611
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,"['Stablecoins', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Aptos Ecosystem', 'Sui Ecosystem', 'Mantle Ecosystem', 'Osmosis Ecosystem', 'Fiat-backed Stablecoin', 'Yield-Bearing Stablecoin', 'US Treasury-backed Stablecoin', 'Yield-Bearing']",537453959.3727036,537774447.4361135,139,Cetus,ondo-us-dollar-yield,USDYUSDY,
