id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,in_tv
ix-token,ixt,Planet IX,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Gaming Governance Token', 'Gaming Utility Token', 'Strategy Games']",136954764.5713617,153258226,1264,Quickswap (v3),polygon-bridged-usdt-polygon,,
jackal-protocol,jkl,Jackal Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Osmosis Ecosystem', 'Proof of Stake (PoS)', 'Archway Ecosystem', 'Secret Ecosystem']",118427139.5,160420082.3,1615,Osmosis,osmosis,,
jam,jam,JAM,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Base Ecosystem', 'AI Agents']",4000000000,4000000000,1559,Uniswap v3 (Base),l2-standard-bridged-weth-base,,
jambo,j,Jambo,"['Solana Ecosystem', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio']",161007701.7145935,999999766.5774356,824,MEXC,tether,JUSDT,y
jasmycoin,jasmy,JasmyCoin,"['Internet of Things (IOT)', 'Ethereum Ecosystem', 'DePIN', 'DWF Labs Portfolio', 'Coinbase 50 Index']",48419999999,50000000000,104,BINANCE,tether,JASMYUSDT,y
jeff-3,jeff,Jeff,"['Meme', 'Parody Meme', 'Hyperliquid Ecosystem', 'HyperEVM Ecosystem']",998404,998404,1773,HyperSwap V2,wrapped-hype,,
jelly-my-jelly,jellyjelly,Jelly-My-Jelly,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999999099.3,999999099.3,838,MEXC,tether,JELLYJELLYUSDT,y
jesus-coin,jesus,Jesus Coin,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem']",156533918921920.56,777777777777777.0,1756,Uniswap v2 (Ethereum),weth,,
jett-crypto,jett,JETT CRYPTO,['BNB Chain Ecosystem'],70000000,100000000,1243,Biconomy.com,tether,JETTUSDT,
jito-governance-token,jto,Jito,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Liquid Staking Governance Tokens', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'Delphi Ventures Portfolio', 'Liquid Staking', 'Made in USA']",322382222,1000000000,137,BINANCE,tether,JTOUSDT,y
jetton,jetton,JetTon Games,"['Gambling (GambleFi)', 'Telegram Apps', 'TON Ecosystem']",54058649.5,83739608.5,1509,MEXC,tether,JETTONUSDT,y
joe,joe,JOE,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Mantle Ecosystem', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'Dex Aggregator']",397555039.5139332,499708013.9408576,558,BINANCE,tether,JOEUSDT,y
joe-coin,joe,Joe Coin,"['Meme', 'Ethereum Ecosystem']",1000000000,1000000000,1353,Uniswap v2 (Ethereum),weth,,
juliaos,jos,JuliaOS,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'AI Agents', 'AI Framework']",999994365.5,999994365.5,1873,MEXC,tether,JOSUSDT,y
jumbo-blockchain,jnftc,Jumbo Blockchain,"['Smart Contract Platform', 'Layer 1 (L1)']",2726716.652629971,125000000,700,,,,
jumptoken,jmpt,JumpToken,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem']",14169990,30789989.9,1357,Uniswap V3 (Celo),celo,,
juno-network,juno,JUNO,"['Smart Contract Platform', 'Cosmos Ecosystem', 'Osmosis Ecosystem', 'Juno Ecosystem', 'Evmos Ecosystem', 'Secret Ecosystem']",79509430.56,105634214.3,1728,KRAKEN,,,
jupiter-exchange-solana,jup,Jupiter,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'GMCI DeFi Index', 'Dex Aggregator', 'GMCI Index', 'Made in USA']",2844383333,6999977843,76,BINANCE,tether,JUPUSDT,y
just,jst,JUST,"['Decentralized Finance (DeFi)', 'Tron Ecosystem']",9900000000,9900000000,188,BINANCE,tether,JSTUSDT,y
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,"['Decentralized Finance (DeFi)', 'LP Tokens', 'Solana Ecosystem']",371169942.9,371169942.9,71,Orca,usd-coin,JLPUSDC,
jupiter-staked-sol,jupsol,Jupiter Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",4583003.244,4583003.244,115,Orca,wrapped-solana,,
just-buy-1-worth-of-this-coin,$1,just buy $1 worth of this coin,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Parody Meme', 'Pump.fun Ecosystem']",999938846.4,999938847.4,1765,GATEIO,tether,$1USDT,
juventus-fan-token,juv,Juventus Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",9254260,19956000,1511,BINANCE,,,
kaia,kaia,Kaia,"['Smart Contract Platform', 'Layer 1 (L1)']",5856641747.106198,5856641936.044253,124,BINANCE,tether,KAIAUSDT,y
kadena,kda,Kadena,"['Smart Contract Platform', 'Layer 1 (L1)', 'Kadena Ecosystem', 'Multicoin Capital Portfolio', 'Proof of Work (PoW)', 'Made in USA']",313619768.3,313947292.3,285,BINANCE,tether,KDAUSDT,y
kaito,kaito,KAITO,"['Artificial Intelligence (AI)', 'Analytics', 'Base Ecosystem', 'Binance HODLer Airdrops']",241388889,1000000000,288,BINANCE,tether,KAITOUSDT,y
kango,kango,KANGO,"['Meme', 'Kaspa Ecosystem']",2.87E+11,2.87E+11,1812,MEXC,tether,KANGOUSDT,y
kamino,kmno,Kamino,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Solana Ecosystem', 'Binance Alpha Spotlight']",1350000000,10000000000,507,MEXC,tether,KMNOUSDT,y
karate-combat,karate,Karate Combat,"['Sports', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Hedera Ecosystem', 'Sports Games', 'Fighting Games', 'Delphi Ventures Portfolio']",66649473128,1.1E+11,1493,Saucerswap V2,wrapped-hbar,,
karrat,karrat,Karrat,"['Infrastructure', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Gaming Governance Token']",303625388,1000000000,1013,Coinbase Exchange,,,
kaspa,kas,Kaspa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Kaspa Ecosystem', 'Made in USA', 'Directed Acyclic Graph (DAG)']",26078904965,26101811028.31729,54,MEXC,tether,KASUSDT,y
kasta,kasta,Kasta,['Polygon Ecosystem'],762617700.6,1499516764,1537,MEXC,tether,KASTAUSDT,y
katana-inu,kata,Katana Inu,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Meme', 'Play To Earn', 'Ethereum Ecosystem', 'Base Ecosystem', 'Gaming Utility Token', 'Fighting Games', 'Action Games']",37804765077.78007,49999999999.99999,1877,MEXC,tether,KATAUSDT,y
kava,kava,Kava,"['Smart Contract Platform', 'Layer 1 (L1)', 'Binance Launchpad', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Made in USA']",1082853464,1082853464,159,BINANCE,tether,KAVAUSDT,y
keep-network,keep,Keep Network,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Privacy Blockchain']",549716300.2685891,1000000000,722,Uniswap v2 (Ethereum),weth,,
keeta,kta,Keeta,"['Layer 1 (L1)', 'Real World Assets (RWA)', 'Payment Solutions', 'Base Ecosystem', 'Stablecoin Protocol']",400000000,1000000000,687,Ourbit,tether,KTAUSDT,
kekius-maximus,kekius,Kekius Maximus,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'Elon Musk-Inspired', 'PolitiFi', 'AI Meme', 'Parody Meme', 'Celebrity-Themed', 'Zoo-Themed', 'Mascot-Themed', 'Desci Meme']",1000000000,1000000000,988,MEXC,tether,KEKIUSUSDT,y
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staked ETH', 'Liquid Staking']",549450,549450,90,Balancer V2,weth,,
kelp-gain,ageth,Kelp Gain,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Restaking']",26221.08728,26210.99615051305,703,Balancer V2,kelp-gain,,
kendu-inu,kendu,Kendu Inu,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem']",993101048920.9684,996747147258.9152,1488,MEXC,tether,KENDUUSDT,y
kepler,avia,Kepler,['Avalanche Ecosystem'],99614542.32744594,100000000,1862,Uniswap V2 (Avalanche),wrapped-avax,,
kernel-2,kernel,KernelDAO,"['BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Liquid Restaked ETH']",162317496,1000000000,948,BINANCE,tether,KERNELUSDT,y
ket,ket,Ket,"['Analytics', 'Avalanche Ecosystem', 'Meme', 'Cat-Themed', 'Made in USA']",1000000000,1000000000,241,LBank,tether,KETUSDT,
keyboard-cat-base,keycat,Keyboard Cat (Base),"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",10000000000,10000000000,949,MEXC,tether,KEYCATUSDT,y
kinesis-gold,kau,Kinesis Gold,"['Stablecoins', 'Tokenized Assets', 'Tokenized Gold', 'Real World Assets (RWA)', 'Tokenized Commodities']",1434980.585,1434980.585,346,Kinesis Money,,,
kin,kin,Kin,"['Communication', 'SocialFi', 'Solana Ecosystem', 'Payment Solutions', 'FTX Holdings', 'DWF Labs Portfolio', 'Pantera Capital Portfolio', 'AI Applications', 'E-commerce']",2647315886225.263,2647315886225.263,1818,MEXC,tether,KINUSDT,y
kilt-protocol,kilt,KILT Protocol,"['Polkadot Ecosystem', 'Decentralized Identifier (DID)']",147787253.0110661,165042394.4167978,1784,MEXC,tether,KILTUSDT,y
kiloex,kilo,KiloEx,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Derivatives', 'Binance Wallet IDO']",211700000,1000000000,1665,MEXC,tether,KILOUSDT,y
kinesis-silver,kag,Kinesis Silver,"['Stablecoins', 'Tokenized Assets', 'Real World Assets (RWA)', 'Tokenized Silver', 'Tokenized Commodities']",3820061.683,3820061.683,400,Kinesis Money,,,
kinto,k,Kinto,"['Decentralized Finance (DeFi)', 'Wallets']",1120406.614837017,10000000,1865,MEXC,tether,KUSDT,y
kishu-inu,kishu,Kishu Inu,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",9.660251158008098e+16,9.660251158008098e+16,1659,MEXC,tether,KISHUUSDT,y
kleros,pnk,Kleros,"['Oracle', 'Prediction Markets', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem']",724189581.4548858,805294704,1645,GATEIO,tether,PNKUSDT,y
kleva,kleva,KLEVA,"['Artificial Intelligence (AI)', 'Kaia Ecosystem', 'DeFAI']",68919558.48180267,68919558.48180267,1829,KLAYSwap,kleva,,
klima-dao,klima,KlimaDAO,"['Rebase Tokens', 'Polygon Ecosystem', 'Ohm Fork', 'Real World Assets (RWA)', 'Base Ecosystem']",18933982.35716556,18933982.35716556,1874,MEXC,tether,KLIMAUSDT,y
klever,klv,Klever,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Stake (PoS)']",9026596500,9026596500,1174,MEXC,tether,KLVUSDT,y
kolin-2,kolin,Kolin,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem']",999962612.8,999962612.8,1926,Raydium,wrapped-solana,,
komodo,kmd,Komodo,"['Smart Contract Platform', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",140660565,140660565,1128,BINANCE,tether,KMDUSDT,y
koma-inu,koma,Koma Inu,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'Binance Alpha Spotlight', 'Made in USA']",605954353.4258611,605954353.4258611,1305,MEXC,tether,KOMAUSDT,y
konnect,kct,Konnect,['Ethereum Ecosystem'],7166666705,10000000000,1824,HUOBI,tether,KCTUSDT,y
konet,konet,KONET,"['Smart Contract Platform', 'Layer 2 (L2)']",201272392.7015234,999997901.3,1725,GATEIO,tether,KONETUSDT,y
kondux-v2,kndx,KONDUX,"['Artificial Intelligence (AI)', 'NFT', 'Ethereum Ecosystem', 'AI Applications', 'Made in USA']",547924317.3460163,943410209,1555,Uniswap v2 (Ethereum),weth,,
kryll,krl,KRYLL,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Applications']",39637368.60137463,49417348,1369,Coinbase Exchange,,,
krypton-dao,krd,Krypton DAO,['BNB Chain Ecosystem'],102457125,10000000000,1756,Indodax,,,
kucoin-shares,kcs,KuCoin,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Circle Ventures Portfolio']",125025334.8513356,142525334.8513356,75,KUCOIN,ethereum,,
kujira,kuji,Kujira,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Osmosis Ecosystem', 'Secret Ecosystem']",122343777.8,122374482,848,MEXC,tether,KUJIUSDT,
kula,kula,Kula,['Avalanche Ecosystem'],662006266,10000000000,349,MEXC,tether,KULAUSDT,y
kusama,ksm,Kusama,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",16436310.66,16436824.63872904,237,BINANCE,tether,KSMUSDT,y
kyber-network-crystal,knc,Kyber Network Crystal,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Linea Ecosystem', 'Pantera Capital Portfolio', 'Polygon zkEVM Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",170152851.23024455,239983882.5392773,606,BINANCE,tether,KNCUSDT,y
kwenta,kwenta,Kwenta,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Optimism Ecosystem']",532375.256,797713.8266,1838,Velodrome Finance V2 (Optimism),l2-standard-bridged-weth-optimism,,
kyros-restaked-sol,kysol,Kyros Restaked SOL,"['Solana Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Restaked SOL']",205146.9544,205146.9544,832,Orca,wrapped-solana,,
kyve-network,kyve,KYVE Network,"['Smart Contract Platform', 'Modular Blockchain', 'Osmosis Ecosystem']",897376932.7,1196974631.902869,1577,GATEIO,tether,KYVEUSDT,y
lair,lair,Lair,"['Restaking', 'Liquid Restaking Governance Tokens', 'Berachain Ecosystem', 'Liquid Staking']",208800000,1000000000,1852,MEXC,tether,LAIRUSDT,y
landwolf-0x67,wolf,LandWolf,"['Meme', 'Ethereum Ecosystem', 'The Boy’s Club']",9.0216E+11,9.0216E+11,645,Uniswap v2 (Ethereum),weth,,
laine-stake,lainesol,Laine Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",130355.58,130355.58,1053,Raydium (CLMM),usd-coin,LAINESOLUSDC,
laqira-protocol,lqr,Laqira Protocol,['BNB Chain Ecosystem'],87123954,2500000000,1738,MEXC,tether,LQRUSDT,y
last-usd,usdxl,Last USD,"['Stablecoins', 'USD Stablecoin', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin', 'HyperEVM Ecosystem']",6529697.540585038,6529697.540585038,1778,HyperSwap V3,last-usd,,
lava-network,lava,Lava Network,"['Infrastructure', 'Smart Contract Platform', 'Arbitrum Ecosystem', 'DePIN', 'Base Ecosystem', 'Modular Blockchain', 'Osmosis Ecosystem']",287272264,979784341,1225,MEXC,tether,LAVAUSDT,y
layerzero,zro,LayerZero,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Multicoin Capital Portfolio', 'Layer 0 (L0)', 'Cross-chain Communication', 'Circle Ventures Portfolio', 'Sequoia Capital Portfolio', 'OKX Ventures Portfolio']",111152854.20763355,1000000000,211,BINANCE,tether,ZROUSDT,y
law-blocks,lbt,Law Blocks,['XDC Ecosystem'],214997988,1000000000,973,BitMart,tether,LBTUSDT,y
layer3,l3,Layer3,"['Marketing', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Quest-to-Earn', 'Made in USA']",602145638.6,3333333333,800,MEXC,tether,L3USDT,y
lcx,lcx,LCX,"['Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Alleged SEC Securities']",940989527,950000000,369,Coinbase Exchange,,,
lazio-fan-token,lazio,Lazio Fan Token,"['Sports', 'BNB Chain Ecosystem', 'Fan Token', 'Binance Launchpad']",11906918.91762999,40000000,1454,BINANCE,tether,LAZIOUSDT,y
leash,leash,Doge Killer,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",107526.1463296013,107553,1276,GATEIO,tether,LEASHUSDT,y
league-of-kingdoms,loka,League of Kingdoms,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Ethereum Ecosystem', 'Binance Launchpad', 'Gaming Governance Token', 'Gaming Utility Token', 'Strategy Games', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Sequoia Capital Portfolio']",374360693.9608511,500000000,857,BINANCE,tether,LOKAUSDT,y
leisuremeta,lm,LeisureMeta,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem']",2968074832,4668074832,1632,BITHUMB,,,
lemonschain,lct,Lemonschain,"['NFT', 'BNB Chain Ecosystem']",127000000,127000000,1786,,,,
leo-token,leo,LEO Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Sora Ecosystem']",923568081.9,985239504,17,MEXC,tether,LEOUSDT,y
lever,lever,LeverFi,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Alameda Research Portfolio']",34999246619,35000000000,1064,BINANCE,tether,LEVERUSDT,y
level-staked-usd,slvlusd,Staked Level USD,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Yield-Bearing Stablecoin']",47294167.25993467,47294167.25993467,695,Curve (Ethereum),level-usd,SLVLUSDLVLUSD,
level-usd,lvlusd,Level USD,"['Stablecoins', 'Ethereum Ecosystem']",168639774.4,168639774.4,324,Curve (Ethereum),usd-coin,LVLUSDUSDC,
lido-dao,ldo,Lido DAO,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Liquid Staking Governance Tokens', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI DeFi Index', 'Delphi Ventures Portfolio', 'Liquid Staking', 'Index Coop Index', 'GMCI Index', 'Coinbase 50 Index']",897929267.0487131,1000000000,113,BINANCE,tether,LDOUSDT,y
libra-5,libra,Libra,"['Solana Ecosystem', 'Meme', 'Solana Meme']",256426402.7,999994790.6,1792,MEXC,tether,LIBRAUSDT,y
lido-staked-sol,stsol,Lido Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",106156.16,106156.16,1156,Meteora,wrapped-solana,,
lif3,lif3,LIF3 (OLD),['Fantom Ecosystem'],2615866293.411999,8888888888,1784,Tomb Swap (Fantom),wrapped-fantom,,
lifeform,lft,Lifeform,['BNB Chain Ecosystem'],614575625,1000000000,1639,BYBIT,tether,LFTUSDT,y
lift-dollar,usdl,Lift Dollar,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",94976521.86616172,94976521.86616172,485,Curve (Ethereum),tether,USDLUSDT,
limitus,lmt,LIMITUS,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",830138223.6,830138223.6,1533,Raydium,wrapped-solana,,
limewire-token,lmwr,LimeWire,"['Artificial Intelligence (AI)', 'Music', 'SocialFi', 'NFT', 'BNB Chain Ecosystem', 'DePIN', 'Base Ecosystem']",327743146.61402553,633045269,897,MEXC,tether,LMWRUSDT,y
lingo,lingo,Lingo,"['Solana Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'RWA Protocol']",146145995.3,146145995.3,1678,MEXC,tether,LINGOUSDT,y
lion-cat,lcat,Lion Cat,"['BNB Chain Ecosystem', 'Meme', 'Cat-Themed']",378000000,600000000,1099,MEXC,tether,LCATUSDT,y
linqai,lnq,LinqAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']",228573670.6980689,898939003.3366884,1625,MEXC,tether,LNQUSDT,y
liquid-bgt,lbgt,Liquid BGT,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Berachain Ecosystem']",1639759.414134104,1639759.414134104,1668,Kodiak V3,wrapped-bera,,
liquidlaunch,liqd,LiquidLaunch,"['Launchpad', 'Hyperliquid Ecosystem']",669201009.3,968675609.3,1726,Hyperliquid,usd-coin,LIQDUSDC,
liquid-mercury,merc,Liquid Mercury,"['Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",2109382363.9857545,6000000000,1900,UNISWAP3ETH,tether,MERCUSDT,
liquid-staked-ethereum,lseth,Liquid Staked ETH,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Base Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",113925.5247512924,113925.5247512924,268,Aerodrome SlipStream,l2-standard-bridged-weth-base,,
liquity,lqty,Liquity,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Alameda Research Portfolio', 'Pantera Capital Portfolio']",97398932.56006648,100000000,584,BINANCE,tether,LQTYUSDT,y
liquity-bold,bold,Liquity BOLD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Scroll Ecosystem', 'Crypto-backed Stablecoin']",28965740.92214387,28965740.92214387,958,Curve (Ethereum),usd-coin,BOLDUSDC,
liquity-usd,lusd,Liquity USD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",43459560.76602947,43459560.76602947,746,Uniswap V3 (Arbitrum One),usd-coin,LUSDUSDC,
lisk,lsk,Lisk,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Optimism Superchain Ecosystem', 'Outlier Ventures Portfolio', 'Lisk Ecosystem']",182709114.8560044,400000000,461,BINANCE,tether,LSKUSDT,y
lista,lista,Lista DAO,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Lending/Borrowing Protocols', 'Liquid Staking Tokens', 'Binance Megadrop', 'Liquid Staking']",172723898.08909667,1000000000,936,BINANCE,tether,LISTAUSDT,y
litecoin,ltc,Litecoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'GMCI 30 Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",75800076.98347135,75804870.73347135,25,BINANCE,tether,LTCUSDT,y
litentry,lit,Litentry,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",45166534,100000000,1087,Coinbase Exchange,,,
livepeer,lpt,Livepeer,"['Artificial Intelligence (AI)', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Pantera Capital Portfolio', 'GMCI DePIN Index', 'GMCI Index', 'Coinbase 50 Index']",40175784.24078953,40175784.24078953,289,BINANCE,tether,LPTUSDT,y
lmeow-2,lmeow,lmeow,"['Meme', 'Ethereum Ecosystem', 'Cat-Themed']",1000000000,1000000000,1759,Uniswap v2 (Ethereum),weth,,
lock-in,lockin,LOCK IN,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Murad Picks']",994379877,994379877,1528,Raydium,wrapped-solana,,
lofi-2,lofi,LOFI,"['Meme', 'Sui Ecosystem', 'Sui Meme']",1000000000,1000000000,961,MEXC,tether,LOFIUSDT,y
loki-network,oxen,Oxen,"['Smart Contract Platform', 'Privacy', 'Masternodes', 'Layer 1 (L1)', 'DePIN', 'Proof of Stake (PoS)']",70399353,70399353,1864,Uniswap v2 (Ethereum),tether,OXENUSDT,
lombard-staked-btc,lbtc,Lombard Staked BTC,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Sui Ecosystem', 'Base Ecosystem', 'Restaking', 'Berachain Ecosystem', 'Liquid Restaking Tokens', 'Sonic Ecosystem', 'Swellchain Ecosystem', 'Corn Ecosystem', 'Liquid Staked BTC']",20379.64164509996,20379.64884509999,62,UNISWAP3ETH,wrapped-bitcoin,,
loom-network-new,loom,Loom Network (NEW),"['Infrastructure', 'Ethereum Ecosystem', 'Energi Ecosystem']",1242920898,1300000000,1032,MEXC,tether,LOOMUSDT,y
looksrare,looks,LooksRare,"['NFT', 'Ethereum Ecosystem', 'NFT Marketplace']",993428537.6239784,993428537.6239784,1095,MEXC,tether,LOOKSUSDT,y
loom-network,loomold,Loom Network (OLD),"['Infrastructure', 'Ethereum Ecosystem']",833914552,1000000000,1226,MEXC,tether,LOOMOLDUSDT,
loopring,lrc,Loopring,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Loopring Ecosystem', 'Rollup', 'Energi Ecosystem']",1245991469,1373873397.442457,401,BINANCE,tether,LRCUSDT,y
lords,lords,LORDS,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Starknet Ecosystem', 'On-chain Gaming', 'Strategy Games']",201853697.43605095,500000000,1889,Ekubo (Starknet),bridged-wrapped-ether-starkgate,,
